"carat","cut","color","clarity","depth","table","price","x","y","z"
0.31,"Ideal","H","VS2",63,57,628,4.34,4.32,2.73
1.03,"Very Good","H","SI1",61.1,59,4520,6.5,6.56,3.99
0.35,"Very Good","E","VS2",61.4,58,665,4.51,4.55,2.78
1.19,"Premium","H","SI1",62.7,56,5802,6.76,6.7,4.22
0.7,"Premium","E","SI2",61.8,58,2037,5.73,5.7,3.53
0.69,"Very Good","D","SI1",57.6,62,2227,5.83,5.9,3.38
0.83,"Premium","E","SI1",58.4,59,3506,6.22,6.18,3.62
1.53,"Very Good","H","SI1",61,61,10468,7.4,7.45,4.53
2.05,"Very Good","E","SI2",62.5,56,17138,8.08,8.17,5.08
1,"Ideal","D","SI1",60.2,57,4861,6.54,6.48,3.92
0.31,"Premium","J","SI1",60.9,60,363,4.36,4.38,2.66
0.8,"Ideal","F","VVS2",61.6,57,4140,5.97,5.94,3.67
0.35,"Ideal","D","SI1",62.3,57,644,4.5,4.52,2.81
0.71,"Premium","E","SI1",62.7,58,2853,5.73,5.66,3.57
0.64,"Ideal","D","VVS1",61.5,56,4281,5.57,5.59,3.43
0.72,"Ideal","F","VS1",61.5,56,3759,5.74,5.77,3.53
0.56,"Fair","E","VS2",64.7,60,1737,5.13,5.14,3.32
0.53,"Ideal","F","VVS2",62.2,54,2290,5.22,5.19,3.24
1.61,"Premium","F","SI1",60.2,58,10477,7.61,7.65,4.59
1.51,"Premium","G","SI1",60.3,59,9710,7.39,7.44,4.47
0.33,"Ideal","F","VS1",62.1,55,738,4.43,4.46,2.76
1,"Very Good","E","SI2",60.6,61,4312,6.39,6.44,3.89
1.54,"Ideal","G","VS2",61.5,57,11487,7.44,7.41,4.57
0.31,"Very Good","E","VS2",62.8,57,680,4.33,4.37,2.73
0.55,"Very Good","J","SI1",62.5,57,965,5.22,5.24,3.27
0.98,"Very Good","H","SI2",62.1,59,3731,6.33,6.39,3.95
1.7,"Premium","I","VS2",61.3,59,9330,7.69,7.59,4.68
0.5,"Fair","F","SI2",65.5,54,1031,5.06,4.92,3.25
0.9,"Fair","I","VS2",65.4,60,3246,6.03,5.96,3.93
1.02,"Ideal","F","VS2",61,56,6393,6.55,6.62,4.02
0.73,"Premium","F","SI2",60.2,59,1971,5.87,5.82,3.52
1.2,"Premium","J","SI2",58.7,59,4685,6.99,6.94,4.09
2.01,"Premium","G","SI2",61.2,57.2,18705,8.08,8.14,4.97
1.02,"Very Good","H","SI1",60.3,59,4476,6.44,6.5,3.9
0.31,"Ideal","E","VS2",61.8,56,622,4.35,4.37,2.69
0.41,"Ideal","F","VVS2",61,56,1115,4.78,4.82,2.93
0.3,"Ideal","E","VS1",61.1,58,673,4.3,4.34,2.64
1.02,"Premium","F","SI2",60.2,61,4238,6.52,6.48,3.91
1.31,"Very Good","D","VS2",59.5,61,10409,7.16,7.19,4.27
0.31,"Ideal","E","VVS1",59.7,60,853,4.41,4.43,2.64
0.6,"Ideal","D","VVS1",62.3,55,3850,5.38,5.4,3.36
0.9,"Very Good","F","SI1",63.1,56,4103,6.17,6.12,3.88
2.14,"Fair","F","SI2",64.8,60,13825,8.11,8,5.22
0.87,"Ideal","D","SI2",61.4,54,4012,6.15,6.2,3.79
2.61,"Ideal","J","SI2",64.6,55,17209,8.61,8.57,5.55
