"carat","cut","color","clarity","depth","table","price","x","y","z"
0.5,"Ideal","H","SI1",61.3,56,1666,5.12,5.16,3.15
1.11,"Premium","F","VVS2",59.2,59,9377,6.79,6.82,4.03
0.35,"Ideal","E","SI1",60.9,55,614,4.53,4.57,2.77
0.32,"Ideal","G","IF",62.3,53,918,4.41,4.45,2.76
0.3,"Ideal","D","VVS2",62.2,55,814,4.32,4.33,2.69
1.23,"Premium","G","VS1",62.2,58,5786,6.78,6.74,4.27
1.5,"Good","G","SI1",63.7,59,10618,7.23,7.19,4.59
1,"Fair","F","SI2",59,67,4036,6.48,6.41,3.8
0.4,"Very Good","D","SI1",63.1,57,924,4.73,4.69,2.97
1,"Ideal","I","SI1",62.8,56,4237,6.33,6.38,3.99
1.09,"Ideal","J","VS2",62,54,4361,6.64,6.61,4.11
0.54,"Premium","G","VS1",61.6,58,1760,5.25,5.21,3.22
0.57,"Ideal","F","VS2",61.6,56,1684,5.37,5.34,3.3
0.41,"Very Good","D","SI2",63.1,54,818,4.75,4.72,2.99
1.01,"Very Good","D","VS2",62.9,58,6738,6.35,6.41,4.01
0.52,"Very Good","J","VS2",60.7,56,1141,5.19,5.23,3.16
0.26,"Very Good","D","VVS2",60.4,59,597,4.15,4.19,2.52
0.32,"Ideal","D","VS2",61.5,56,758,4.39,4.42,2.71
0.77,"Ideal","I","VS1",61.4,56,2635,5.86,5.9,3.61
0.28,"Very Good","E","VVS2",61.4,60,596,4.18,4.22,2.58
0.34,"Ideal","F","SI1",61.1,56,537,4.52,4.55,2.77
0.71,"Very Good","E","VS2",63.5,59,2858,5.68,5.59,3.58
0.32,"Ideal","E","VVS2",61.5,55,864,4.41,4.44,2.72
1.56,"Ideal","F","SI2",61.6,56,10396,7.45,7.41,4.58
0.73,"Premium","I","VVS2",61.5,58,2351,5.78,5.73,3.54
0.52,"Ideal","F","VVS2",60.6,56,2137,5.22,5.24,3.17
1.33,"Very Good","G","SI2",62,59,6603,7.1,7.04,4.38
0.56,"Ideal","J","SI1",61.8,58,1119,5.27,5.31,3.27
0.76,"Ideal","I","VS2",61.8,58,2551,5.84,5.87,3.62
1.26,"Good","J","SI1",63.9,58,4255,6.78,6.74,4.32
0.55,"Premium","F","SI1",61.9,59,1617,5.29,5.24,3.26
0.4,"Very Good","E","SI1",63.5,57,882,4.72,4.7,2.99
0.3,"Ideal","D","SI1",61.6,56,709,4.34,4.3,2.66
0.79,"Ideal","E","SI1",61.9,55,3256,5.97,5.89,3.67
0.28,"Very Good","F","VVS1",61.5,56,707,4.24,4.27,2.61
0.25,"Premium","E","VS1",60.7,59,558,4.13,4.11,2.5
1.27,"Premium","J","SI1",61.8,58,5121,6.97,6.91,4.29
1.03,"Ideal","F","VVS2",62.4,55.6,9290,6.44,6.49,4.02
0.31,"Very Good","H","VS2",63.2,58,628,4.33,4.31,2.73
0.64,"Ideal","D","SI1",62.1,56,1967,5.5,5.55,3.43
1.5,"Premium","G","VS1",62.7,58,14105,7.25,7.3,4.56
0.39,"Ideal","I","VVS2",62.3,54,787,4.66,4.69,2.91
0.41,"Ideal","D","VS1",62.8,57,1230,4.76,4.73,2.98
0.4,"Very Good","E","SI1",63.3,56,882,4.74,4.68,2.98
2.04,"Ideal","H","SI2",62,56,16319,8.18,8.23,5.09
0.61,"Ideal","E","VVS2",62,54,3011,5.43,5.47,3.38
0.7,"Good","H","VVS2",63.8,57,2608,5.61,5.51,3.55
0.3,"Very Good","H","SI1",62.9,58,432,4.24,4.28,2.68
2.06,"Premium","I","SI2",61.1,57,12842,8.3,8.24,5.05
0.4,"Very Good","G","IF",61,59,1154,4.75,4.79,2.91
0.4,"Premium","F","VS1",61.4,58,1050,4.75,4.73,2.91
0.42,"Premium","G","VS2",61.9,58,847,4.77,4.82,2.97
0.59,"Ideal","E","VS2",61.4,58,1657,5.38,5.4,3.31
