"carat","cut","color","clarity","depth","table","price","x","y","z"
0.5,"Ideal","H","VS1",61.6,58,1384,5.08,5.11,3.14
1.64,"Very Good","F","SI1",62.8,59,12555,7.51,7.53,4.72
1.51,"Premium","I","SI1",61.8,60,7989,7.23,7.3,4.49
1.01,"Fair","F","VS2",65.1,59,5784,6.17,6.21,4.03
0.9,"Premium","H","VVS2",62,58,4432,6.13,6.16,3.81
0.31,"Premium","G","VVS2",61.8,58,907,4.36,4.32,2.68
1.16,"Ideal","D","VS2",62.1,57,8038,6.7,6.73,4.17
1.06,"Premium","F","SI2",62,59,4656,6.57,6.52,4.06
1.04,"Premium","E","VVS1",60.9,58,11279,6.53,6.61,4
1.03,"Very Good","D","SI1",62.6,58,5498,6.44,6.49,4.05
1.53,"Premium","I","SI1",62.9,59,8911,7.36,7.32,4.62
1.22,"Very Good","G","VS2",62.3,58,8340,6.79,6.82,4.24
0.52,"Very Good","E","SI1",60.8,56,1343,5.17,5.2,3.15
1.52,"Very Good","I","VS2",61.7,55,10130,7.39,7.32,4.54
1.16,"Premium","I","VS2",62.4,58,5016,6.69,6.65,4.16
1.2,"Very Good","G","VVS1",63.3,59,8928,6.72,6.64,4.23
0.42,"Ideal","D","VS1",61.4,55,1075,4.9,4.8,2.98
0.3,"Ideal","D","VS2",62.3,56,911,4.3,4.27,2.67
0.9,"Premium","D","SI2",59.2,60,4114,6.34,6.3,3.74
0.32,"Ideal","I","VVS1",62,55.3,553,4.39,4.42,2.73
1.15,"Premium","I","SI2",62.6,57,4347,6.73,6.69,4.2
0.41,"Ideal","I","VS2",61.5,55,683,4.79,4.83,2.96
0.41,"Ideal","H","VVS1",61.5,55,945,4.79,4.81,2.95
1.82,"Premium","I","VS1",61.4,60,13939,7.83,7.8,4.8
0.7,"Ideal","H","SI1",61.8,53,2499,5.71,5.74,3.54
1.25,"Ideal","F","VVS2",61.8,57,13623,6.9,6.95,4.28
0.7,"Fair","H","SI1",61,66,1995,5.68,5.64,3.45
0.31,"Ideal","E","VS1",61.6,55,722,4.39,4.41,2.71
0.5,"Very Good","D","SI1",60.8,58,1436,5.07,5.13,3.1
0.3,"Ideal","G","VVS1",61.1,57,764,4.32,4.35,2.65
0.49,"Ideal","D","VS1",62.3,55,1934,5.03,5.05,3.14
0.36,"Premium","H","SI1",59.3,60,665,4.65,4.62,2.75
0.61,"Very Good","H","VVS2",60.5,57,1970,5.52,5.54,3.35
0.92,"Ideal","H","SI2",60.5,57,3854,6.3,6.29,3.81
1.06,"Premium","F","SI2",62.4,58,4372,6.5,6.54,4.07
1,"Good","D","VS1",64,58,6250,6.27,6.21,3.99
1,"Good","F","VS2",64.2,58,5606,6.32,6.26,4.04
0.7,"Premium","D","VS1",61,59,3501,5.79,5.72,3.51
0.55,"Ideal","F","VVS1",62.1,56,2359,5.25,5.28,3.27
0.54,"Premium","I","VVS2",60.9,59,1944,5.28,5.26,3.21
2.26,"Very Good","H","SI2",63.2,58,13095,8.38,8.26,5.26
0.7,"Ideal","I","SI2",61.3,57,1961,5.7,5.73,3.5
1.12,"Very Good","E","SI1",61.3,63,6098,6.68,6.73,4.11
0.25,"Ideal","F","VVS2",61.7,56,705,4.06,4.07,2.51
0.44,"Ideal","E","VS2",61.6,54,936,4.9,4.97,3.04
1.24,"Fair","G","SI2",65.7,57,4058,6.72,6.68,4.4
1.23,"Very Good","J","VS2",62.8,59,4960,6.75,6.82,4.26
0.41,"Very Good","G","VS1",60.5,57,899,4.81,4.85,2.92
0.32,"Very Good","E","VS1",64,56,630,4.33,4.36,2.78
0.8,"Ideal","H","VS2",62.8,57,2834,5.91,5.87,3.7
1.2,"Very Good","J","SI1",62.5,58,5082,6.74,6.79,4.23
0.56,"Ideal","G","VS2",61.7,56,1698,5.34,5.3,3.28
0.3,"Ideal","H","VS2",62.3,57,491,4.25,4.29,2.66
1.51,"Ideal","D","VS1",63,53.4,16688,7.28,7.3,4.6
0.23,"Good","G","VVS2",63.8,56,428,3.94,3.9,2.5
0.43,"Premium","E","SI1",60.2,60,1016,4.94,4.89,2.96
0.8,"Ideal","F","SI1",61,56,3082,6.05,5.98,3.67
0.42,"Very Good","G","VS2",60.1,61,847,4.81,4.84,2.9
1.07,"Ideal","G","VS2",63,55,6471,6.55,6.5,4.11
1.51,"Good","I","SI1",63.7,58,8464,7.26,7.22,4.61
0.52,"Premium","F","VVS2",61.8,60,2870,5.16,5.13,3.18
2.14,"Ideal","H","SI2",61.9,57,12400,8.34,8.28,5.14
0.93,"Ideal","H","SI1",61.7,55,4317,6.26,6.29,3.87
0.3,"Very Good","D","SI2",62.9,58,447,4.26,4.29,2.69
0.79,"Very Good","G","SI1",60.6,57,2793,5.98,6.06,3.65
0.23,"Ideal","E","VVS2",62.8,57,530,3.91,3.96,2.47
1.51,"Ideal","H","SI1",62.3,54,11163,7.37,7.33,4.58
0.91,"Good","E","VS2",56.3,64,4823,6.37,6.42,3.6
1,"Good","D","SI2",64.3,59,4065,6.21,6.3,4.02
0.96,"Very Good","D","SI2",60.2,63,3419,6.36,6.3,3.81
0.38,"Ideal","D","VS2",60.8,57,787,4.66,4.68,2.84
1.19,"Very Good","G","SI1",62.8,57,6127,6.71,6.77,4.23
1.25,"Very Good","F","SI2",58,63,5851,7.16,7.06,4.13
0.72,"Premium","E","SI1",60.9,60,2863,5.78,5.74,3.51
0.5,"Good","G","VVS2",63.8,56,1715,5.03,5.06,3.22
0.53,"Premium","G","VS1",62.4,58,1813,5.2,5.16,3.23
1.55,"Premium","D","VS2",61.5,58,16137,7.51,7.48,4.61
0.53,"Premium","G","SI1",61.3,58,1363,5.21,5.16,3.18
1,"Premium","F","SI2",61.5,58,3920,6.41,6.38,3.93
0.92,"Ideal","I","VS1",62.3,55,4587,6.24,6.28,3.9
0.33,"Ideal","F","VVS1",61.9,56,955,4.42,4.47,2.75
0.25,"Ideal","G","IF",61.1,57,582,4.06,4.07,2.48
0.42,"Premium","D","VVS2",62.8,59,1241,4.76,4.73,2.98
0.31,"Ideal","D","VS2",62.5,57,734,4.31,4.36,2.71
0.7,"Very Good","E","VS2",58.8,56,2473,5.79,5.84,3.42
0.53,"Ideal","E","VS2",61.3,55,1721,5.2,5.24,3.2
0.58,"Ideal","F","VS1",59.9,59,1979,5.42,5.47,3.26
1.61,"Very Good","J","SI1",61.7,60,7695,7.45,7.5,4.61
1.08,"Ideal","G","SI1",61.8,56,5256,6.55,6.58,4.06
0.35,"Very Good","E","VS1",59.9,59.9,885,4.54,4.59,2.73
1.25,"Ideal","H","VS2",62.2,57,7365,6.92,6.88,4.29
0.95,"Premium","F","SI1",62.9,59,4682,6.24,6.13,3.89
1.01,"Premium","G","SI1",60.6,57,5006,6.52,6.49,3.94
0.34,"Ideal","F","IF",61.9,55,1276,4.49,4.52,2.79
0.59,"Fair","H","SI2",64.5,57,1059,5.37,5.16,3.42
0.51,"Ideal","D","SI1",62.4,57,1548,5.11,5.15,3.2
0.3,"Ideal","E","VS2",62.5,56,658,4.28,4.3,2.68
0.51,"Premium","H","VVS2",60.8,61,1749,5.12,5.08,3.1
0.47,"Ideal","I","VVS1",61,56,1050,5.02,5.04,3.07
1.23,"Good","J","VS2",63.6,60,4727,6.77,6.73,4.29
0.41,"Premium","E","VVS1",61.2,58,1057,4.74,4.8,2.92
2,"Premium","H","SI1",59.8,60,13986,8.04,8.01,4.8
0.65,"Ideal","J","SI1",62.1,54,1214,5.56,5.59,3.46
0.76,"Ideal","D","VS2",61.8,55,3401,5.85,5.89,3.63
1.01,"Fair","I","VS1",64.9,58,4263,6.17,6.22,4.02
0.78,"Ideal","F","SI2",61.2,56,2622,5.93,5.97,3.64
1.7,"Premium","G","SI1",61.7,58,13256,7.69,7.6,4.72
2.01,"Good","I","SI1",58.5,62,14998,8.24,8.31,4.84
1.08,"Ideal","G","IF",61.3,57,8873,6.59,6.62,4.05
0.52,"Ideal","H","VS2",61.6,55,1374,5.17,5.19,3.19
1.23,"Premium","F","VS2",60.8,59,9122,6.94,6.9,4.21
0.9,"Very Good","I","VS2",63.1,57,3473,6.12,6.09,3.85
1.01,"Ideal","G","VS2",60.4,61,6132,6.45,6.5,3.91
0.9,"Very Good","I","VS2",61.4,58,3445,6.16,6.26,3.81
0.9,"Premium","F","SI2",61.4,58,3619,6.13,6.19,3.78
0.59,"Very Good","I","VS2",63.4,56,1391,5.37,5.33,3.39
1.51,"Ideal","D","SI1",62.3,56,12688,7.3,7.4,4.58
1.71,"Very Good","J","VS2",62.6,55,9170,7.58,7.65,4.77
0.35,"Ideal","I","VS1",62.1,54,571,4.54,4.57,2.83
0.9,"Very Good","F","SI1",63.3,57,4054,6.1,6.16,3.88
0.73,"Ideal","H","SI1",62.9,58,2377,5.72,5.75,3.61
1.83,"Very Good","G","VS2",60.5,59,18358,7.89,7.99,4.8
0.38,"Ideal","F","VS1",59.8,57,879,4.72,4.75,2.84
0.62,"Premium","F","VS2",62.3,60,2009,5.46,5.39,3.38
0.33,"Ideal","F","VVS1",61.9,55,955,4.42,4.44,2.74
1.13,"Very Good","H","VS2",61.4,61,5548,6.67,6.71,4.11
0.72,"Premium","H","SI1",61.5,59,2376,5.71,5.67,3.5
0.36,"Premium","G","VS1",62.2,59,932,4.57,4.53,2.83
0.5,"Very Good","E","VVS2",60.9,59,2003,5.07,5.11,3.1
0.9,"Good","J","VS2",64.1,56,2691,6.12,6.08,3.91
0.28,"Very Good","G","VS2",61.3,57,492,4.21,4.24,2.59
1.2,"Good","E","SI1",64,61,6969,6.61,6.67,4.25
0.4,"Premium","E","VS1",61.8,56,1125,4.77,4.74,2.94
0.7,"Good","E","SI2",62.9,56,2028,5.63,5.66,3.55
0.74,"Ideal","I","SI1",62.3,57,2327,5.76,5.79,3.6
0.54,"Very Good","G","SI1",63.2,56,1389,5.19,5.16,3.27
2.13,"Premium","H","SI2",62.4,56,12753,8.26,8.19,5.13
0.84,"Very Good","D","SI1",59.9,54,4205,6.2,6.23,3.72
0.52,"Ideal","E","VVS1",59.9,57,2467,5.28,5.24,3.15
1.52,"Ideal","J","SI1",61.9,56,8131,7.37,7.41,4.57
0.3,"Very Good","H","SI1",60.1,55,432,4.38,4.41,2.64
0.41,"Ideal","E","VVS1",61.3,56,1431,4.81,4.79,2.94
1.57,"Ideal","I","SI1",62.2,56,10633,7.42,7.47,4.63
0.41,"Ideal","F","SI2",62.6,57,603,4.68,4.77,2.96
0.71,"Very Good","E","VVS1",57.9,61,3907,5.88,5.96,3.43
0.27,"Ideal","G","VS2",61.4,55,459,4.19,4.21,2.58
