"carat","cut","color","clarity","depth","table","price","x","y","z"
1,"Ideal","E","SI2",60.7,55,4077,6.39,6.33,3.86
0.55,"Very Good","G","VS2",61.6,56,1563,5.26,5.3,3.25
1.06,"Premium","F","SI2",62.6,59,3901,6.51,6.47,4.06
0.27,"Very Good","G","VVS2",62.1,56,504,4.14,4.18,2.58
0.7,"Very Good","F","SI1",63.1,60,2445,5.62,5.63,3.55
0.33,"Premium","F","VS2",62.1,59,854,4.44,4.39,2.74
0.53,"Ideal","E","SI1",61.9,55,1435,5.18,5.22,3.22
0.55,"Ideal","E","SI1",60.8,56,1566,5.31,5.34,3.24
0.52,"Very Good","D","VS2",63.4,56,1828,5.16,5.09,3.25
1.05,"Premium","G","SI2",61.3,58,4318,6.6,6.55,4.03
0.31,"Ideal","H","VS2",62.6,57,628,4.38,4.34,2.73
0.71,"Ideal","F","VS2",61.8,56.2,3123,5.7,5.75,3.53
0.48,"Ideal","F","VS1",60.8,56.3,1404,5.1,5.08,3.1
0.9,"Premium","D","VS2",63,62,4586,6.13,6.06,3.84
1.5,"Premium","F","VS1",62.2,60,15851,7.3,7.27,4.53
1.04,"Very Good","D","VS2",63.1,54,7679,6.44,6.53,4.09
0.3,"Ideal","G","VS2",62.2,54,495,4.29,4.33,2.68
0.7,"Very Good","G","VS1",61.4,55,2748,5.7,5.74,3.51
0.31,"Ideal","E","SI2",61.7,56,558,4.4,4.35,2.7
0.38,"Good","J","VVS2",63.4,56,666,4.56,4.62,2.91
0.51,"Very Good","E","VS2",63.6,59,1577,4.99,5.07,3.2
1.06,"Premium","E","VS1",63,58,8044,6.49,6.46,4.08
0.9,"Very Good","H","SI1",62.3,63,3387,6.13,6.06,3.8
1.12,"Premium","H","SI2",62.4,58,4250,6.63,6.58,4.12
1.02,"Ideal","F","VS2",62.7,57,6614,6.44,6.47,4.05
0.57,"Ideal","I","VS2",61.9,57,1410,5.3,5.33,3.29
0.7,"Very Good","G","VS1",60.8,56,2512,5.72,5.76,3.49
1.52,"Premium","F","SI1",62.6,59,11637,7.27,7.36,4.58
0.54,"Ideal","D","VS2",61.1,56,1672,5.23,5.27,3.21
0.5,"Premium","D","SI1",62.2,57,1654,5.11,5.08,3.17
1.52,"Ideal","I","SI2",60.2,57,7661,7.47,7.38,4.47
0.7,"Premium","E","SI2",59.8,61,2135,5.76,5.74,3.44
0.43,"Ideal","F","VVS2",61.5,55,1148,4.85,4.88,2.99
0.7,"Fair","F","VS1",64.9,59,3039,5.56,5.59,3.62
0.58,"Very Good","F","SI1",62.2,57,1440,5.32,5.36,3.32
0.4,"Ideal","D","VS2",61.3,56,982,4.74,4.79,2.92
