"carat","cut","color","clarity","depth","table","price","x","y","z"
0.26,"Premium","E","VVS1",62.3,60,599,4.07,4.09,2.54
2.21,"Premium","H","SI2",61.3,60,14299,8.35,8.33,5.11
0.51,"Good","G","VS2",63.9,56,1443,5.1,5.07,3.25
0.33,"Very Good","E","SI2",60,59,463,4.47,4.49,2.69
0.92,"Ideal","E","SI2",62.1,57,3941,6.26,6.2,3.87
0.35,"Ideal","E","VS1",61.9,56,1063,4.53,4.51,2.8
1.21,"Ideal","I","VS1",61.8,56,7037,6.83,6.87,4.23
0.38,"Ideal","E","SI1",59.4,61,660,4.72,4.74,2.81
0.34,"Premium","D","VS2",59.3,59,881,4.59,4.55,2.71
0.52,"Very Good","E","VS1",59.6,58,1767,5.21,5.26,3.12
0.31,"Ideal","I","VS2",62.1,53.7,447,4.37,4.4,2.72
0.57,"Premium","H","VS2",60.1,61,1414,5.4,5.29,3.21
1.2,"Ideal","G","SI2",61.1,57,5826,6.86,6.83,4.18
0.44,"Premium","I","VVS1",62.5,60,926,4.82,4.87,3.03
0.9,"Very Good","F","SI1",61.6,58,4074,6.12,6.26,3.81
0.58,"Good","G","SI1",63.5,56,1295,5.28,5.34,3.37
0.31,"Very Good","F","VS2",62.9,56,625,4.3,4.32,2.71
0.35,"Ideal","G","VVS2",61.9,57,676,4.49,4.52,2.79
0.3,"Ideal","E","IF",61.1,57,1013,4.31,4.33,2.64
1.5,"Fair","E","SI2",66.3,60,10080,7.09,7.02,4.68
1.09,"Premium","D","SI2",61.3,58,5042,6.65,6.62,4.07
0.7,"Very Good","F","VVS2",62.6,59,2940,5.6,5.64,3.52
0.55,"Ideal","G","VS1",60.9,55,1881,5.32,5.29,3.23
1.3,"Very Good","H","SI1",63.4,57,6307,6.93,6.88,4.38
0.25,"Very Good","E","VVS2",61.1,61,533,4.03,4.06,2.47
0.7,"Ideal","G","VVS2",59.9,58,3234,5.78,5.8,3.47
0.59,"Ideal","G","VS1",61.1,58,1916,5.39,5.41,3.3
1,"Good","H","VS2",63.8,59,4028,6.28,6.26,4
0.7,"Fair","F","VS2",65.5,57,2369,5.55,5.41,3.59
1.02,"Premium","H","VS1",62.1,57,4827,6.46,6.42,4
0.45,"Ideal","J","VVS1",61.9,56,978,4.93,4.95,3.06
1.01,"Premium","D","VVS2",62.2,59,8065,6.36,6.3,3.94
0.7,"Ideal","F","VS1",62.5,56,2751,5.73,5.7,3.57
1.51,"Very Good","F","VS1",62.6,57,14976,7.25,7.29,4.55
0.9,"Premium","G","SI1",60.6,62,2830,6.21,6.13,3.74
0.42,"Ideal","E","VVS2",61.8,56,1216,4.78,4.8,2.96
0.32,"Ideal","G","VS1",60.9,56,645,4.41,4.45,2.7
0.78,"Ideal","G","SI1",61,57,2496,5.94,5.99,3.64
0.76,"Ideal","F","SI2",61.5,55,2694,5.87,5.9,3.62
