"carat","cut","color","clarity","depth","table","price","x","y","z"
0.34,"Ideal","G","VVS2",62.4,53,751,4.49,4.52,2.81
0.5,"Very Good","H","VVS1",63.3,57,1715,5.06,5.02,3.19
0.9,"Very Good","I","VS2",62.8,52,3764,6.19,6.23,3.9
0.38,"Good","F","VS2",62.7,58,752,4.56,4.6,2.87
0.83,"Very Good","F","SI1",62.1,58,3010,5.98,6.06,3.74
0.71,"Premium","G","SI2",60.8,59,2913,5.7,5.74,3.48
0.9,"Premium","I","VS2",62.6,62,3292,6.13,6.04,3.81
0.51,"Very Good","I","SI1",63.5,55,1068,5.07,5.11,3.23
0.7,"Very Good","E","SI1",63.2,57,2617,5.6,5.67,3.56
0.32,"Ideal","D","VS2",61.3,56,719,4.4,4.44,2.71
0.36,"Very Good","H","IF",60.8,57,865,4.58,4.6,2.79
0.7,"Premium","G","SI1",62.6,60,2415,5.61,5.57,3.5
2,"Very Good","J","SI2",61.9,55,11792,8.06,8.09,5
0.34,"Ideal","E","VVS1",61.1,56,1208,4.52,4.55,2.77
0.7,"Very Good","G","VS1",63.2,56,2535,5.61,5.56,3.53
1.2,"Ideal","E","VVS2",61.5,57,11883,6.79,6.89,4.21
1.04,"Ideal","F","VS2",62,55,7459,6.47,6.52,4.03
1.2,"Premium","H","SI2",62.3,58,5280,6.76,6.81,4.23
0.9,"Ideal","F","SI1",60.7,57,4401,6.21,6.25,3.78
0.44,"Premium","H","VVS1",60.1,58,1119,4.92,4.96,2.97
0.7,"Good","F","SI2",62.2,59,2062,5.62,5.64,3.5
0.78,"Very Good","E","VS1",60.9,57,3420,5.94,5.88,3.59
0.3,"Premium","G","VVS1",61.7,58,1013,4.3,4.26,2.64
0.54,"Ideal","G","VS2",61.5,55,1422,5.24,5.27,3.23
0.71,"Ideal","G","SI1",61.5,57,2345,5.74,5.78,3.54
0.71,"Very Good","E","SI2",61.9,63,2256,5.69,5.74,3.54
1.01,"Very Good","E","VVS2",63.3,55,9140,6.41,6.36,4.04
0.28,"Very Good","E","VS1",59,60,452,4.26,4.32,2.53
0.53,"Ideal","E","VVS1",62.1,55,2604,5.18,5.23,3.23
0.36,"Ideal","I","SI1",61.3,55,505,4.6,4.64,2.83
0.31,"Very Good","G","SI1",63,58,462,4.3,4.34,2.72
2.1,"Ideal","J","VS2",61.5,61,13462,8.21,8.16,5.03
0.51,"Ideal","F","VS2",62,56,1595,5.11,5.14,3.18
1.51,"Premium","G","VS2",60.7,60,12551,7.4,7.36,4.48
0.7,"Ideal","G","VS1",61.3,59,2987,5.68,5.7,3.49
1,"Very Good","E","VVS2",61.9,61,7777,6.38,6.42,3.96
2.04,"Very Good","J","VS2",59.9,59,12095,8.25,8.32,4.96
0.9,"Premium","J","VS1",62.1,62,2964,6.12,6.05,3.78
1.53,"Ideal","H","SI2",61.2,56,9562,7.46,7.43,4.56
0.9,"Very Good","E","VS2",63,58,4707,6.13,6.16,3.87
0.31,"Ideal","I","SI2",62,54.1,372,4.32,4.35,2.69
0.9,"Very Good","H","VVS2",60.3,61,4432,6.22,6.25,3.76
0.55,"Premium","H","VS2",60.2,59,1387,5.36,5.24,3.19
0.35,"Ideal","E","VVS1",61.9,56,905,4.53,4.55,2.81
0.75,"Ideal","E","SI2",61.7,55,2609,5.9,5.86,3.63
1.22,"Very Good","F","SI1",60.5,58,7372,6.91,6.97,4.2
0.72,"Very Good","H","VS1",60.1,57,2594,5.79,5.85,3.5
0.7,"Good","D","VS2",63.9,58,3087,5.58,5.62,3.58
0.74,"Ideal","F","VS2",60.5,59,2936,5.81,5.86,3.53
0.91,"Premium","E","VS1",62.7,59,5057,6.15,6.19,3.87
0.42,"Premium","E","SI1",62,58,926,4.85,4.82,3
0.71,"Premium","I","VS1",61.8,58,2327,5.76,5.72,3.55
0.26,"Very Good","E","VVS2",62.6,58,597,4.07,4.11,2.56
1.14,"Premium","I","SI1",59.1,58,4788,6.83,6.81,4.03
1,"Premium","F","VS1",62.6,58,7244,6.4,6.37,4
0.4,"Premium","E","VS1",60.4,59,1125,4.81,4.76,2.89
