"carat","cut","color","clarity","depth","table","price","x","y","z"
0.55,"Ideal","H","SI1",62.1,56,1319,5.2,5.26,3.25
0.3,"Ideal","E","VVS1",62.4,55,826,4.32,4.34,2.7
0.7,"Good","D","VS1",60.4,62,3463,5.73,5.76,3.47
0.9,"Very Good","H","VS2",61.2,61,3878,6.14,6.21,3.78
0.36,"Ideal","D","SI1",61.5,56,663,4.56,4.64,2.83
1,"Good","J","SI2",57.8,61,3536,6.54,6.58,3.79
0.31,"Good","E","SI1",63.9,56,544,4.27,4.31,2.74
1,"Very Good","J","SI2",62.8,54,3991,6.35,6.43,4.01
0.23,"Very Good","D","VVS2",60.4,59,530,3.95,4,2.4
0.4,"Premium","D","VVS2",60.8,59,1323,4.81,4.76,2.91
0.31,"Ideal","G","VVS1",61.3,56,789,4.37,4.41,2.69
1.25,"Good","J","SI1",63.6,57,5110,6.86,6.81,4.35
1.26,"Premium","E","SI2",62.9,59,6085,6.85,6.82,4.3
0.55,"Premium","F","SI1",61.9,59,1617,5.29,5.24,3.26
1.01,"Ideal","H","SI1",62.1,59,5189,6.38,6.43,3.98
1.07,"Ideal","H","SI1",60.9,57,5031,6.61,6.68,4.05
0.32,"Very Good","G","VVS2",62.6,58,730,4.35,4.37,2.73
0.5,"Premium","E","VS2",61.3,59,1746,5.1,5.05,3.11
0.41,"Very Good","E","VS1",59.8,61,1079,4.79,4.85,2.88
0.7,"Very Good","E","SI1",62.9,56,2386,5.57,5.65,3.53
0.57,"Very Good","H","VS2",61.7,54.8,1605,5.34,5.37,3.3
0.29,"Very Good","E","VS1",61.9,55,555,4.28,4.33,2.66
1.01,"Very Good","G","VVS2",63.2,59,7267,6.35,6.27,3.99
0.41,"Ideal","D","VVS1",60.6,57,1582,4.82,4.79,2.91
0.32,"Ideal","H","VVS1",60.4,57,730,4.42,4.46,2.68
0.58,"Ideal","G","VS2",61.9,56,1758,5.38,5.34,3.32
0.47,"Very Good","F","SI1",63.3,60,1086,4.98,4.94,3.14
1,"Fair","G","I1",67.3,57,1954,6.26,6.12,4.18
0.37,"Very Good","F","SI1",62.3,59,616,4.57,4.61,2.86
