"carat","cut","color","clarity","depth","table","price","x","y","z"
0.92,"Ideal","E","SI2",62.3,56,4871,6.21,6.25,3.88
0.32,"Good","E","SI1",63.5,56,524,4.34,4.38,2.77
0.73,"Fair","E","VVS2",57.4,59,3813,5.99,5.95,3.43
1.51,"Ideal","H","SI1",61.3,56,10012,7.44,7.4,4.55
0.63,"Ideal","E","VS1",61.9,55,2565,5.46,5.5,3.4
1.01,"Premium","G","VVS2",61.3,61,6470,6.47,6.32,3.92
0.71,"Ideal","G","VVS2",61.7,57,3307,5.72,5.74,3.53
0.7,"Ideal","F","SI1",61.6,56,2319,5.73,5.67,3.51
0.31,"Ideal","H","VVS2",62.4,56,802,4.38,4.34,2.72
0.32,"Ideal","I","SI1",60.7,57,432,4.42,4.47,2.7
0.72,"Premium","E","SI2",61.6,59,2019,5.83,5.68,3.55
0.81,"Premium","H","VVS2",62.8,58,3266,5.92,5.89,3.71
0.7,"Premium","D","SI2",59.3,59,2562,5.79,5.74,3.42
0.32,"Ideal","E","VVS1",60.9,57,1020,4.45,4.42,2.7
0.33,"Premium","H","VS1",61,59,743,4.5,4.45,2.73
2.03,"Very Good","D","SI2",63.1,58,13858,8.02,7.98,5.05
1.03,"Very Good","G","SI1",62.6,56,5024,6.41,6.44,4.02
0.71,"Ideal","F","VS2",62.2,55,3405,5.72,5.76,3.57
1.24,"Premium","F","SI1",61.6,59,7162,6.94,6.89,4.26
0.56,"Premium","D","VS2",61.5,58,1910,5.28,5.33,3.26
0.71,"Ideal","H","VVS1",62,57,2739,5.71,5.75,3.55
0.66,"Good","H","VS1",59.8,60.9,1978,5.62,5.68,3.38
0.73,"Ideal","G","VVS2",61.3,57,2843,5.81,5.84,3.57
1.04,"Ideal","E","SI1",62,57,4530,6.47,6.5,4.02
1.18,"Premium","E","SI2",62.5,60,5181,6.74,6.7,4.2
1.42,"Ideal","I","SI1",61.9,57,7157,7.23,7.15,4.45
0.78,"Good","E","SI2",64,57,2379,5.84,5.81,3.73
0.3,"Ideal","F","VS2",60.4,56,776,4.37,4.34,2.63
0.7,"Fair","G","SI1",61.7,66,2352,5.7,5.58,3.48
0.71,"Ideal","F","SI2",62.2,56,2304,5.71,5.74,3.56
0.91,"Ideal","E","SI2",61.5,56,3898,6.23,6.2,3.82
0.42,"Good","G","VVS2",57.7,59.8,1076,4.95,4.96,2.86
1.53,"Very Good","H","VS2",62.5,61,11722,7.28,7.38,4.58
0.53,"Ideal","F","VVS2",61.4,56,2275,5.19,5.23,3.2
0.5,"Very Good","D","VS2",62.8,58,1752,5.03,5.07,3.17
0.3,"Good","D","SI1",63.2,56,552,4.24,4.27,2.69
0.32,"Premium","E","VS2",61.2,59,900,4.43,4.4,2.7
0.56,"Ideal","D","VS1",62.5,56,2292,5.26,5.3,3.3
0.32,"Premium","F","VS2",59.7,62,773,4.43,4.38,2.63
1.56,"Very Good","F","SI1",61,58,12207,7.41,7.48,4.54
0.23,"Very Good","D","VS2",60.2,57,577,4.02,4.07,2.43
0.79,"Ideal","E","SI1",60.3,56,3171,5.99,6.05,3.63
0.5,"Good","J","VVS2",64.1,57,1105,5,4.95,3.19
1,"Ideal","D","SI1",59.9,56,5929,6.51,6.54,3.91
0.77,"Premium","J","SI1",61.8,59,2010,5.86,5.82,3.61
