"carat","cut","color","clarity","depth","table","price","x","y","z"
0.57,"Ideal","G","VS1",61.6,55,1815,5.34,5.38,3.3
1.21,"Premium","I","SI1",59.3,59,5421,6.98,6.95,4.13
1.06,"Very Good","H","VS1",61.9,58,5627,6.57,6.49,4.04
0.9,"Very Good","F","VS2",64.2,59,4268,6.07,6.11,3.91
1.21,"Very Good","E","SI1",61,60,5885,6.83,6.88,4.18
1.5,"Ideal","G","VS2",62.2,58,13049,7.31,7.29,4.54
1.5,"Premium","F","SI2",58.5,60,7644,7.52,7.48,4.39
0.43,"Ideal","H","IF",62.2,55,1245,4.84,4.87,3.02
0.3,"Very Good","G","VVS1",62.6,62,737,4.21,4.26,2.65
0.3,"Ideal","E","VS1",60.8,57,911,4.36,4.33,2.64
0.52,"Premium","E","VVS1",59.8,58,2302,5.27,5.24,3.14
1.01,"Very Good","G","SI1",60.2,58,4719,6.5,6.59,3.94
0.52,"Premium","D","SI1",59.7,60,1344,5.26,5.19,3.12
0.46,"Fair","F","SI1",64.9,58,1003,4.81,4.77,3.11
0.72,"Very Good","E","SI2",61,59,3084,5.73,5.78,3.51
0.7,"Very Good","G","SI1",61.8,56,2106,5.7,5.76,3.54
0.72,"Ideal","E","SI1",60.5,55,3409,5.8,5.86,3.53
0.52,"Ideal","D","SI1",62.4,56,1600,5.12,5.17,3.21
0.52,"Very Good","E","SI1",60.8,56,1343,5.17,5.2,3.15
0.91,"Very Good","F","SI2",61.4,60,3726,6.13,6.16,3.77
0.3,"Premium","D","SI1",61.3,60,709,4.32,4.26,2.63
0.32,"Premium","F","SI2",59.7,59,540,4.48,4.43,2.66
1.2,"Premium","J","SI1",60.6,59,4838,6.88,6.84,4.16
1.01,"Good","G","VS1",58.7,62,6247,6.49,6.55,3.83
1.32,"Premium","H","SI1",61.5,61,7163,7.05,6.97,4.31
0.58,"Premium","G","VS1",61.5,58,1984,5.41,5.35,3.31
0.3,"Premium","H","VS1",62.1,59,630,4.28,4.25,2.65
1.01,"Ideal","G","SI2",60.5,58,4327,6.52,6.48,3.93
1.11,"Very Good","D","VS2",63.2,57,8006,6.64,6.61,4.18
1.01,"Ideal","E","SI2",60.9,57,4479,6.47,6.51,3.95
0.8,"Ideal","F","SI2",62,57,2495,5.96,5.98,3.7
0.32,"Ideal","D","VS2",61.9,57,758,4.37,4.39,2.71
0.25,"Very Good","F","VS1",61.2,59,435,4.02,4.05,2.47
0.7,"Ideal","D","SI2",62.1,56,2575,5.67,5.71,3.53
