"carat","cut","color","clarity","depth","table","price","x","y","z"
0.34,"Ideal","F","VS1",62.2,56,745,4.44,4.47,2.77
0.9,"Premium","D","VVS1",61.3,59,7711,6.18,6.12,3.77
1.05,"Very Good","F","VVS2",61.3,59,8537,6.48,6.56,4
1.01,"Very Good","D","VS2",59.8,60,7487,6.46,6.51,3.88
1.01,"Very Good","G","VVS2",63.2,59,7665,6.38,6.34,4.02
1.5,"Very Good","E","SI2",60.1,60,9281,7.35,7.42,4.44
0.35,"Ideal","G","VS1",60.5,57,706,4.55,4.58,2.76
0.34,"Ideal","F","VS2",62.5,55,686,4.48,4.51,2.81
0.41,"Ideal","E","SI1",61.8,56,705,4.77,4.78,2.95
0.41,"Very Good","F","VS1",62.1,60,889,4.72,4.75,2.94
0.5,"Good","G","SI1",62.5,64,1197,4.93,4.99,3.1
0.7,"Good","E","SI2",63.1,56,2159,5.63,5.66,3.56
1.51,"Premium","G","VS2",61.1,58,13828,7.42,7.38,4.45
0.57,"Very Good","G","VS1",59.9,57,1934,5.38,5.47,3.25
0.37,"Premium","E","SI1",59.3,58,833,4.75,4.73,2.81
0.56,"Ideal","G","SI2",61,57,1127,5.34,5.32,3.25
0.58,"Very Good","E","VVS1",59.4,63,2568,5.42,5.32,3.19
0.72,"Good","E","VS2",60.8,62,3140,5.73,5.78,3.5
0.5,"Ideal","F","VVS1",60.4,56,2165,5.16,5.21,3.13
0.31,"Premium","F","VS2",62,60,802,4.34,4.3,2.68
0.78,"Ideal","H","VVS2",62.1,56,3581,5.88,5.9,3.66
0.41,"Premium","G","VVS1",61,61,1230,4.75,4.72,2.89
0.31,"Premium","I","SI1",62.3,59,523,4.32,4.29,2.68
0.3,"Ideal","F","VVS1",60.5,56,863,4.34,4.45,2.66
0.51,"Ideal","D","SI2",60.9,56,1383,5.18,5.2,3.16
0.33,"Ideal","E","VVS2",61.2,56,814,4.46,4.5,2.74
0.4,"Ideal","F","VVS1",61.3,56,1263,4.73,4.76,2.91
0.3,"Good","H","VVS2",63.4,57,605,4.21,4.24,2.68
0.33,"Very Good","E","SI1",62.7,56,579,4.39,4.45,2.77
1.31,"Premium","J","SI1",60.7,58,4475,7.11,7.06,4.3
0.56,"Ideal","D","VS2",61.4,57,1963,5.32,5.36,3.28
0.52,"Very Good","G","VS2",63.3,57,1450,5.11,5.09,3.23
0.71,"Ideal","G","VS1",62.3,54,3195,5.68,5.72,3.55
1.26,"Premium","F","VS1",62,58,10669,6.95,6.88,4.29
0.9,"Good","E","SI1",59.8,64,4229,6.14,6.21,3.69
0.33,"Ideal","F","IF",62.2,53,957,4.46,4.48,2.78
0.31,"Ideal","G","VVS2",60.8,56,907,4.4,4.38,2.67
1.01,"Premium","G","SI1",61,58,4808,6.53,6.49,3.97
1.08,"Ideal","D","VS2",61.9,58,8481,6.54,6.57,4.06
0.8,"Ideal","D","SI1",62.2,57,3011,5.89,5.85,3.65
0.24,"Good","E","VS2",63,59,378,3.96,4.01,2.51
0.73,"Ideal","E","SI1",61.6,57,2707,5.81,5.78,3.57
1,"Very Good","E","VVS2",61,62,8638,6.4,6.46,3.92
1.01,"Good","H","SI2",63.7,55,4072,6.37,6.32,4.04
0.7,"Ideal","E","VS1",61.2,56,4000,5.72,5.75,3.51
0.35,"Premium","H","VVS2",62.5,58,906,4.51,4.48,2.81
0.77,"Very Good","F","SI1",59.6,60,3044,5.95,5.97,3.55
0.71,"Ideal","G","VS2",61.7,57,2511,5.75,5.72,3.54
1.14,"Premium","H","VS1",62,62,5809,6.74,6.65,4.15
2.01,"Good","F","SI2",62.9,58,16013,7.89,8.01,5
1.5,"Ideal","G","VVS2",61.3,56,17176,7.39,7.43,4.55
1.02,"Very Good","E","SI1",59.2,56,5553,6.57,6.63,3.91
0.32,"Ideal","G","VS1",61.2,56,645,4.42,4.44,2.71
1.13,"Ideal","H","I1",61.1,56,3669,6.77,6.71,4.12
0.75,"Fair","F","SI1",64.5,60,2363,5.65,5.54,3.61
0.34,"Premium","D","SI2",59.2,59,507,4.54,4.58,2.7
0.91,"Premium","G","SI1",62.2,57,3816,6.17,6.12,3.82
0.7,"Premium","F","VS2",59.5,58,2838,5.85,5.75,3.45
2,"Very Good","H","SI1",62.8,57,18803,7.95,8,5.01
2.01,"Ideal","J","VS1",60.9,56,16319,8.14,8.18,4.97
