"carat","cut","color","clarity","depth","table","price","x","y","z"
0.5,"Ideal","F","SI1",60.2,63,1374,5.12,5.15,3.09
0.61,"Very Good","H","VVS2",61.4,57,1970,5.46,5.5,3.36
0.51,"Premium","D","SI1",61.6,58,1687,5.14,5.12,3.16
1.01,"Good","H","SI1",63.3,58,4559,6.37,6.4,4.04
1.23,"Very Good","D","SI1",62.3,57,8079,6.8,6.87,4.26
0.41,"Ideal","J","VS1",62.2,55,604,4.76,4.79,2.97
0.41,"Ideal","E","VS1",61.9,55,1153,4.8,4.76,2.96
1.5,"Premium","H","VS1",59.3,61,10584,7.53,7.47,4.45
0.71,"Ideal","G","VS2",62.4,57,2515,5.69,5.66,3.54
1.5,"Very Good","E","SI2",63.5,59,9450,7.28,7.25,4.61
0.4,"Premium","F","VVS2",59.4,59,1008,4.85,4.78,2.86
1.51,"Good","H","SI2",63.1,60,7723,7.23,7.28,4.58
1.02,"Premium","J","SI1",61.2,57,3496,6.58,6.43,3.98
1.28,"Good","I","VS2",58.2,64,5319,7.09,7.03,4.11
0.52,"Good","D","SI2",63.7,55,1203,5.1,5.11,3.25
0.54,"Ideal","I","SI1",60,59,1170,5.29,5.31,3.18
0.41,"Ideal","I","VVS2",61.6,57,827,4.76,4.78,2.94
1.22,"Premium","I","VS2",60.3,59,6217,6.93,6.87,4.16
0.3,"Premium","D","VS2",60.4,59,911,4.35,4.33,2.62
0.31,"Very Good","G","SI1",63,58,462,4.3,4.34,2.72
0.38,"Ideal","E","VS1",62.7,55,1000,4.6,4.65,2.9
1.55,"Ideal","I","VVS2",61.3,59,11430,7.41,7.46,4.56
0.32,"Very Good","E","SI1",63.1,54,672,4.41,4.37,2.77
1.5,"Premium","D","SI1",62.4,58,12069,7.27,7.31,4.55
0.91,"Very Good","F","SI2",61.2,59,3688,6.2,6.22,3.8
0.3,"Ideal","E","VS1",61.9,56,670,4.28,4.31,2.66
1.05,"Premium","F","VS2",62.6,58,7154,6.5,6.47,4.06
0.23,"Very Good","F","VVS2",63.3,57,505,3.91,3.93,2.48
0.42,"Ideal","F","VS1",61.3,57,1103,4.85,4.8,2.96
1.13,"Ideal","F","SI2",60.4,56,4449,6.78,6.72,4.08
0.7,"Very Good","E","VS2",58.9,60,2845,5.83,5.85,3.44
1.6,"Premium","I","VS2",60.2,58,9784,7.63,7.56,4.57
0.39,"Ideal","D","VVS2",61.8,57,1232,4.67,4.71,2.9
0.53,"Ideal","H","IF",62,54,1949,5.22,5.27,3.25
1.24,"Ideal","D","VVS2",62.6,55,13929,6.94,6.89,4.33
0.65,"Very Good","D","VS1",60.8,57.2,2752,5.55,5.63,3.4
0.51,"Ideal","J","SI2",62.1,56,885,5.1,5.14,3.18
1,"Premium","E","SI2",59.9,55,3612,6.48,6.4,3.86
1.1,"Ideal","H","SI2",62.6,56,4620,6.65,6.57,4.14
0.56,"Ideal","D","VS2",60.9,56,2066,5.35,5.32,3.25
1.03,"Ideal","H","SI1",62,57,5063,6.53,6.47,4.03
0.8,"Very Good","H","VVS1",61.9,56,3737,5.93,5.96,3.69
0.71,"Premium","H","VS1",59.1,61,2572,5.87,5.83,3.46
0.33,"Very Good","F","SI1",61.2,58.1,544,4.48,4.51,2.75
0.46,"Ideal","G","SI2",61.1,57,807,4.97,5.01,3.05
0.27,"Very Good","F","VVS2",60.8,59,591,4.17,4.19,2.54
0.73,"Ideal","D","VS1",61.1,57,3509,5.85,5.81,3.56
0.4,"Ideal","E","VS1",61.6,56,1053,4.73,4.78,2.93
0.31,"Ideal","H","IF",61.3,56,789,4.37,4.41,2.69
0.41,"Very Good","F","SI1",62.9,56,755,4.71,4.73,2.97
0.41,"Good","E","VVS1",63.5,57,1002,4.73,4.75,3.01
0.3,"Ideal","E","VS2",62.1,55,658,4.3,4.33,2.68
0.3,"Ideal","I","VVS2",62.6,56,515,4.26,4.3,2.68
0.51,"Very Good","H","SI1",63,57,1090,5.11,5.14,3.23
0.92,"Very Good","D","SI2",62.4,60,4168,6.21,6.25,3.89
1.01,"Premium","I","SI1",61.8,58,4185,6.45,6.37,3.96
1.07,"Very Good","G","VS2",62.9,59,6525,6.49,6.52,4.09
0.39,"Ideal","E","VVS2",61.9,55,1034,4.7,4.74,2.92
1.07,"Ideal","I","VS2",61.1,57,4319,6.66,6.6,4.05
0.6,"Ideal","F","VVS2",62.3,56,2652,5.37,5.41,3.36
0.81,"Very Good","E","SI2",62.4,57,2894,5.91,5.99,3.71
1.64,"Premium","H","SI1",59.3,61,11159,7.68,7.64,4.54
0.44,"Ideal","I","VVS1",61.2,55,1107,4.92,4.95,3.02
0.52,"Premium","E","VS2",60.9,58,1646,5.2,5.18,3.16
1.24,"Ideal","H","SI2",62,56,5902,6.9,6.87,4.27
1.5,"Ideal","F","VS2",62.6,57,14759,7.27,7.34,4.57
0.57,"Ideal","F","VS1",61.9,56,1949,5.3,5.39,3.31
0.4,"Ideal","G","SI2",62.1,57,648,4.72,4.75,2.94
0.31,"Premium","G","VS1",58.2,61,749,4.45,4.42,2.58
0.39,"Premium","F","VS2",58.8,59,1053,4.83,4.8,2.83
0.52,"Very Good","E","SI2",62.7,56,1173,5.07,5.1,3.19
0.32,"Very Good","G","SI2",63,56,421,4.32,4.35,2.73
0.37,"Ideal","G","IF",61.4,55,1056,4.63,4.66,2.85
0.9,"Very Good","I","SI1",62.3,58,3580,6.12,6.17,3.83
1.51,"Premium","H","VS2",60.2,60,10951,7.5,7.38,4.48
0.32,"Ideal","G","VVS2",61.4,55,936,4.43,4.4,2.71
1.11,"Ideal","D","VS1",61.9,54,9870,6.63,6.68,4.12
0.5,"Good","G","SI2",63.8,57,1107,5.02,4.98,3.19
1.03,"Very Good","G","I1",62.4,57,3060,6.41,6.45,4.01
0.56,"Ideal","G","VS1",61.2,54,1890,5.36,5.32,3.27
0.66,"Ideal","H","SI1",61.6,55,1936,5.63,5.66,3.48
1.71,"Premium","G","VS1",62.3,58,17041,7.61,7.65,4.75
1.71,"Premium","I","VS2",62.8,59,11958,7.58,7.52,4.74
0.54,"Ideal","I","SI1",61.7,56,1114,5.25,5.29,3.25
0.52,"Ideal","D","VVS1",60.9,56,3321,5.2,5.24,3.18
0.43,"Ideal","I","VS2",61.9,54,716,4.87,4.88,3.02
0.27,"Very Good","F","VVS1",61.8,56,682,4.15,4.17,2.57
1.55,"Ideal","J","SI2",62.3,54,6966,7.38,7.42,4.61
1.01,"Very Good","E","VS2",60.4,58,6666,6.47,6.51,3.92
0.53,"Very Good","G","VS1",61.9,57,1607,5.19,5.22,3.22
0.68,"Fair","G","SI1",58,71,1633,5.85,5.7,3.35
0.42,"Ideal","J","VVS2",61.7,54,673,4.83,4.86,2.99
0.78,"Ideal","F","VS2",61.5,56,3531,5.94,5.9,3.64
1.71,"Ideal","G","VS1",61.4,57,17204,7.72,7.65,4.72
0.72,"Very Good","G","VS1",60,59,2671,5.8,5.84,3.49
1.02,"Premium","D","I1",61.4,60,3769,6.42,6.47,3.96
0.7,"Ideal","G","SI1",61.2,57,2074,5.71,5.79,3.52
0.31,"Ideal","E","VS1",60.7,57,733,4.37,4.4,2.66
0.41,"Ideal","F","SI1",62.7,57,755,4.7,4.74,2.96
0.31,"Ideal","G","IF",61.6,55,891,4.35,4.38,2.69
0.31,"Ideal","D","VS1",61.8,55,877,4.36,4.34,2.69
0.32,"Very Good","F","VS2",58.8,62,602,4.43,4.48,2.62
0.59,"Ideal","G","VS2",62.6,54,1789,5.38,5.32,3.35
1.01,"Ideal","H","SI1",62.3,59,4876,6.36,6.41,3.98
1,"Good","F","VS2",63.1,56,5420,6.27,6.31,3.97
0.52,"Very Good","H","SI1",61.3,60,1071,5.15,5.23,3.18
0.41,"Ideal","F","VS2",61.4,55,1107,4.83,4.78,2.95
0.35,"Ideal","E","VS2",61.6,55,767,4.49,4.54,2.78
0.86,"Premium","F","SI2",61.8,58,2980,6.12,6.15,3.79
0.34,"Very Good","G","VS1",62.2,55,640,4.48,4.52,2.8
1.07,"Ideal","G","SI2",61.7,57,4421,6.55,6.59,4.05
0.75,"Good","G","VVS1",58.4,56,3188,5.98,6.06,3.52
0.31,"Ideal","E","VVS2",61.5,59,789,4.36,4.39,2.69
0.41,"Very Good","E","SI2",62.8,58,638,4.69,4.73,2.96
1.01,"Very Good","D","VS2",59.8,60,6563,6.42,6.46,3.85
0.72,"Premium","F","SI1",59.3,59,2360,5.85,5.81,3.46
1.19,"Ideal","D","VS2",60.4,56,7916,6.87,6.93,4.17
0.54,"Premium","E","VS2",59.6,59,1555,5.32,5.26,3.16
0.3,"Good","D","SI2",63.4,56,447,4.26,4.29,2.71
0.9,"Very Good","G","VS1",62.3,60,4540,6,6.08,3.76
0.55,"Very Good","F","VS1",60.7,60,1853,5.29,5.32,3.22
1,"Premium","J","SI1",62.7,57,3416,6.4,6.33,3.99
0.34,"Ideal","F","VS2",61,57,880,4.5,4.48,2.74
0.61,"Premium","E","SI2",61.3,59,1715,5.48,5.39,3.33
0.23,"Ideal","E","VS2",62.6,57,543,3.92,3.88,2.44
2.35,"Premium","I","SI2",61.1,58,17294,8.63,8.56,5.25
0.5,"Premium","D","SI1",61.3,60,1279,5.15,5.1,3.14
1.01,"Ideal","F","SI2",60.4,59,5020,6.48,6.51,3.92
1.15,"Ideal","F","VVS2",62.1,55,8743,6.69,6.74,4.17
1.51,"Very Good","E","SI2",63.1,58,9513,7.31,7.28,4.6
0.55,"Ideal","F","SI1",62.4,55,1410,5.23,5.28,3.28
0.54,"Ideal","F","VVS2",62.3,53.7,2334,5.22,5.26,3.26
0.24,"Very Good","E","VS2",61.5,58,419,4.02,4.05,2.48
0.55,"Premium","E","VS2",62.3,60,2030,5.26,5.18,3.25
0.33,"Ideal","G","VVS1",61,56,971,4.49,4.52,2.75
1.07,"Ideal","E","VVS2",61.4,56,10043,6.65,6.55,4.05
0.46,"Very Good","F","SI1",60.1,57,904,5.01,5.04,3.02
0.48,"Good","F","VS1",59,60.9,1402,5.09,5.15,3.02
0.34,"Ideal","H","IF",62,53,863,4.49,4.51,2.79
0.4,"Premium","F","VS1",62.4,59,982,4.67,4.69,2.92
0.38,"Ideal","H","VS2",62.2,54,703,4.64,4.68,2.9
0.39,"Ideal","F","VS1",61.3,56,902,4.7,4.72,2.89
1.2,"Ideal","G","VS1",62.4,57,8596,6.74,6.82,4.23
0.41,"Premium","E","SI1",61.2,59,904,4.82,4.78,2.94
0.51,"Ideal","G","VVS2",61.1,56,1875,5.15,5.19,3.16
0.76,"Ideal","G","SI2",62.1,59,2389,5.81,5.84,3.62
0.51,"Very Good","G","VS1",62.9,58,1656,5.05,5.1,3.19
1,"Very Good","E","SI1",59.6,60,5257,6.58,6.51,3.9
1.51,"Very Good","D","SI2",63.2,59,7915,7.25,7.18,4.56
0.91,"Ideal","H","SI2",60.3,57,3423,6.27,6.31,3.79
1.6,"Premium","H","VS2",62.6,58,11508,7.5,7.45,4.68
0.83,"Premium","F","VS2",60.2,60,3495,6.09,6.04,3.65
1.01,"Very Good","F","VS2",58.5,60,6037,6.52,6.54,3.82
0.33,"Ideal","F","VVS2",61.9,56,1040,4.46,4.42,2.75
2,"Ideal","H","SI1",62.9,56,13320,8.06,7.97,5.04
0.9,"Good","H","SI1",60.5,64,3125,6.18,6.11,3.72
0.4,"Ideal","E","VS1",61.7,55,1125,4.76,4.73,2.93
1.72,"Very Good","J","VS2",60.9,61,10477,7.77,7.79,4.74
