"carat","cut","color","clarity","depth","table","price","x","y","z"
0.59,"Good","F","VS1",60.5,61,1861,5.43,5.5,3.31
1.5,"Premium","H","SI1",58.8,59,9697,7.53,7.47,4.41
0.3,"Ideal","G","IF",62.1,55,895,4.31,4.35,2.69
0.3,"Ideal","H","VVS2",61.1,55,776,4.36,4.32,2.65
1.53,"Ideal","H","SI1",61.9,58,8289,7.38,7.42,4.58
0.5,"Very Good","E","SI2",61.5,58,1077,5.03,5.09,3.11
1.01,"Fair","D","SI1",65.9,60,4276,6.32,6.18,4.12
0.3,"Ideal","D","VS2",61.7,55,710,4.33,4.36,2.68
1.52,"Premium","I","VVS2",61.6,58,10824,7.37,7.41,4.55
0.41,"Ideal","F","VS1",62,57,1007,4.73,4.76,2.94
1.05,"Ideal","F","SI1",61.8,57,4816,6.54,6.51,4.03
0.5,"Ideal","F","IF",62,55,2645,5.09,5.13,3.17
0.51,"Good","D","SI2",63.9,55,1180,5.04,5.1,3.24
0.32,"Ideal","E","VS1",61.1,56,713,4.42,4.45,2.71
0.72,"Very Good","E","VS2",59.8,57,3270,5.84,5.89,3.51
1.14,"Very Good","F","VS2",58.3,60,7293,6.87,6.91,4.02
0.46,"Ideal","G","VVS1",60.7,57,1453,4.98,5.03,3.04
0.93,"Ideal","J","VS1",62.3,56,3281,6.26,6.22,3.89
0.33,"Premium","F","VS2",62.1,59,666,4.4,4.45,2.75
0.31,"Very Good","H","VS2",58.9,61,457,4.43,4.46,2.62
0.7,"Very Good","G","SI1",61.8,56,2106,5.7,5.76,3.54
0.53,"Ideal","H","VS2",62.3,54,1353,5.19,5.21,3.24
0.51,"Very Good","E","SI1",62.2,55,1318,5.09,5.11,3.17
1.15,"Ideal","I","VS2",61.7,57,5534,6.72,6.74,4.15
0.33,"Very Good","H","IF",61.2,56,838,4.46,4.5,2.74
1,"Very Good","D","SI1",59.2,62,5621,6.49,6.54,3.86
1.27,"Premium","H","VS2",61.1,58,7849,6.96,6.88,4.23
1.19,"Good","E","VS2",57.4,60,7064,7,6.9,3.99
0.24,"Very Good","E","VVS2",63.4,57,485,3.95,3.97,2.51
2.06,"Good","I","SI1",59,64,14920,8.39,8.13,4.89
1.09,"Ideal","E","SI1",61.1,55,5935,6.66,6.7,4.08
2.02,"Very Good","H","VS2",61.5,59,17887,8.08,8.21,5.01
1.01,"Premium","D","SI1",62.8,58,4751,6.37,6.3,3.98
0.38,"Premium","G","VS1",61.9,58,1069,4.66,4.62,2.87
0.59,"Ideal","G","VS2",62.6,54,1789,5.38,5.32,3.35
0.75,"Good","F","I1",64,59,1013,5.78,5.62,3.66
0.92,"Good","E","SI1",63.7,57,4258,6.11,6.14,3.9
0.71,"Premium","F","SI2",62.1,60,2275,5.7,5.66,3.53
0.7,"Premium","I","SI2",62.4,58,1890,5.68,5.64,3.53
0.57,"Premium","G","VS1",60.2,57,1819,5.42,5.37,3.25
3.04,"Premium","I","SI2",59.3,60,18559,9.51,9.46,5.62
0.97,"Ideal","J","VS1",61.3,57,4278,6.37,6.41,3.92
0.9,"Fair","D","SI1",60.4,61,3812,6.24,6.22,3.76
0.53,"Good","E","SI2",63.4,56,1141,5.16,5.18,3.28
0.9,"Good","G","SI1",62.2,62.5,3816,6.08,6.1,3.78
0.8,"Very Good","G","SI2",63.1,59,2451,5.85,5.78,3.67
0.31,"Ideal","G","VS2",62.2,54,562,4.34,4.38,2.71
1.07,"Very Good","I","VS2",62.5,56,4873,6.5,6.53,4.07
0.58,"Very Good","J","SI1",62.1,57,1095,5.35,5.41,3.34
0.36,"Ideal","E","SI1",61.4,57,810,4.59,4.56,2.81
1.04,"Ideal","G","SI2",60.7,57,4455,6.61,6.51,3.98
0.71,"Ideal","G","VVS2",61.5,57,2893,5.73,5.75,3.53
0.34,"Ideal","E","VS1",60.8,57,805,4.49,4.53,2.74
0.72,"Premium","H","VS2",61.1,58,2318,5.78,5.74,3.52
0.92,"Very Good","D","SI2",61.6,58,4327,6.19,6.22,3.82
1.2,"Very Good","H","SI2",60.7,60,4831,6.81,6.89,4.16
0.79,"Ideal","G","VVS2",62.1,56,3760,5.89,5.93,3.67
1.53,"Ideal","G","VVS2",61,55,15505,7.5,7.44,4.56
0.4,"Very Good","G","VVS1",60.9,57,1123,4.76,4.8,2.91
0.42,"Ideal","G","VS2",60.8,57,1087,4.85,4.82,2.94
0.76,"Very Good","I","VS2",63.3,57,2551,5.79,5.83,3.68
