"carat","cut","color","clarity","depth","table","price","x","y","z"
1.17,"Ideal","G","VS2",62,56,7548,6.74,6.71,4.17
1.27,"Premium","J","VS1",62.6,59,5518,6.88,6.92,4.32
0.3,"Ideal","G","VS1",61.1,56,524,4.35,4.36,2.66
0.52,"Ideal","G","VS1",61.7,57,1665,5.16,5.18,3.19
1.02,"Premium","F","SI2",62.5,60,4459,6.36,6.43,4
0.35,"Ideal","F","VS2",62.4,57,706,4.5,4.51,2.81
1.12,"Very Good","H","SI2",61.7,59,5375,6.67,6.71,4.13
1.76,"Premium","I","VS2",62.4,58,9659,7.7,7.65,4.79
1.06,"Premium","J","SI2",61.3,60,3740,6.59,6.52,4.02
1.02,"Very Good","H","VS2",60.2,62,5335,6.46,6.54,3.91
0.51,"Good","E","VS2",56.6,59,1781,5.37,5.26,3.01
0.3,"Ideal","D","SI1",61.7,56,709,4.35,4.31,2.67
0.3,"Very Good","E","VS2",62.9,58,658,4.22,4.24,2.66
0.41,"Good","F","SI1",63.5,56,705,4.7,4.75,3
1.21,"Ideal","G","VVS2",62,56,10378,6.8,6.84,4.23
0.34,"Ideal","G","VS2",61.7,56,596,4.48,4.53,2.78
1.57,"Premium","G","SI2",61.1,61,8572,7.46,7.43,4.55
0.52,"Ideal","G","VS1",61.2,56,1803,5.19,5.23,3.19
0.32,"Good","F","VS2",63.4,57,645,4.32,4.36,2.75
0.3,"Ideal","G","SI1",62.1,53,422,4.32,4.37,2.7
1.02,"Premium","G","VVS1",62.1,59,8005,6.39,6.36,3.96
0.35,"Fair","D","VVS2",53.2,62,1011,4.87,4.8,2.57
0.41,"Very Good","G","VS1",61.7,57,899,4.75,4.78,2.94
2.05,"Ideal","J","SI2",61.6,55,12654,8.18,8.11,5.02
0.9,"Premium","G","SI1",62.6,62,3669,6.08,6.06,3.8
0.9,"Very Good","G","SI1",61.6,59,3597,6.13,6.19,3.8
0.41,"Very Good","F","VVS1",62.7,59,1186,4.75,4.78,2.99
0.51,"Good","F","SI1",64.2,59,1406,5.04,5.02,3.23
1.16,"Premium","I","VS2",62.2,58,4958,6.74,6.67,4.17
0.31,"Very Good","F","VS2",61.5,56,625,4.34,4.41,2.69
0.41,"Ideal","F","SI2",61.6,54,612,4.78,4.8,2.95
0.32,"Ideal","G","SI1",63,56,612,4.38,4.35,2.75
0.9,"Good","E","SI2",61.9,62,3422,6.14,6.18,3.81
0.3,"Very Good","J","VS1",63.4,57,506,4.26,4.23,2.69
0.43,"Ideal","D","VS2",60.7,57,1129,4.91,4.88,2.97
0.23,"Ideal","H","VS1",61.2,55,423,3.94,3.97,2.42
0.72,"Ideal","G","VVS2",61.2,57,3126,5.72,5.81,3.53
0.33,"Ideal","G","VVS2",62.5,54,965,4.45,4.41,2.77
1.09,"Premium","I","SI2",62.3,62,2708,6.63,6.57,4.11
1.08,"Premium","F","VS2",62.1,59,7501,6.54,6.59,4.08
0.51,"Ideal","E","SI1",61.7,55,1437,5.18,5.2,3.2
0.72,"Ideal","D","SI1",62.2,56,3322,5.77,5.74,3.58
1.02,"Ideal","G","VS2",62.8,57,6169,6.46,6.41,4.04
0.99,"Very Good","E","SI2",61.8,59,4780,6.3,6.33,3.9
0.3,"Good","H","VVS2",63.4,57,605,4.21,4.24,2.68
2.21,"Ideal","D","SI2",62,57,16558,8.36,8.31,5.18
1.03,"Ideal","G","SI1",61.7,56,5241,6.5,6.47,4
0.55,"Ideal","D","VS1",61.4,57,2054,5.26,5.29,3.24
0.92,"Very Good","D","SI1",62.9,56,4676,6.18,6.22,3.9
1.01,"Very Good","F","VVS2",62.5,63,7715,6.41,6.38,4
0.92,"Very Good","F","SI1",63.8,56,3920,6.12,6.17,3.92
0.7,"Ideal","E","VS2",62.8,57,2697,5.71,5.62,3.56
1.02,"Good","F","SI2",63.3,61,3811,6.28,6.32,3.99
0.56,"Ideal","G","SI1",61.6,59,1755,5.27,5.32,3.26
0.53,"Very Good","F","VS2",59.2,58,1693,5.29,5.31,3.14
1.01,"Good","D","SI1",58.4,62,5700,6.48,6.5,3.79
0.9,"Good","F","SI1",63.9,58,3992,6.08,6.03,3.87
0.25,"Very Good","E","VVS2",61.9,59,575,3.99,4.02,2.48
0.31,"Very Good","E","SI1",62.9,58,544,4.29,4.33,2.71
0.77,"Ideal","I","VVS2",62.1,55,2598,5.85,5.9,3.65
0.41,"Premium","G","VS2",61.8,59,1061,4.76,4.72,2.93
0.54,"Very Good","E","VS2",61.5,59,1726,5.21,5.23,3.21
1.2,"Premium","H","SI1",62.9,56,6129,6.8,6.74,4.26
1.7,"Premium","G","VVS2",59.8,59,18718,7.7,7.75,4.62
0.3,"Ideal","H","VVS2",62.8,57,776,4.25,4.22,2.66
1.5,"Premium","F","VS2",61.3,58,13506,7.36,7.31,4.5
1.04,"Ideal","E","SI2",61.4,56,4892,6.56,6.5,4.01
0.56,"Good","E","VS2",61.4,62,1736,5.34,5.28,3.26
0.35,"Ideal","F","VS2",62.5,57,906,4.53,4.5,2.82
1.57,"Premium","H","VS1",60.5,61,10930,7.6,7.51,4.57
0.42,"Very Good","I","IF",60.1,58,938,4.83,4.88,2.92
1.01,"Very Good","F","SI1",62.9,57,6075,6.35,6.4,4.01
1,"Ideal","E","VS2",61.7,54,6859,6.41,6.46,3.97
0.72,"Premium","D","SI2",60.2,56,2492,5.85,5.82,3.51
0.56,"Very Good","E","VS1",61.9,57,2037,5.29,5.31,3.28
1.74,"Premium","I","VS2",58.6,59,12168,7.99,7.87,4.65
0.31,"Ideal","F","VVS1",61.9,55,1028,4.42,4.37,2.72
1.01,"Premium","J","SI2",61.8,60,3499,6.37,6.41,3.95
1.01,"Ideal","D","VVS2",61.5,57,11015,6.43,6.48,3.97
0.5,"Good","H","VVS1",63.5,58,1710,4.98,5.03,3.18
1.7,"Ideal","F","VS2",62.3,56,17892,7.61,7.65,4.75
1.08,"Ideal","F","VS2",61.9,55,7629,6.58,6.61,4.09
1.5,"Very Good","H","SI2",62,63,7161,7.24,7.28,4.5
1.06,"Ideal","I","SI1",62.8,56,4333,6.52,6.47,4.08
