"carat","cut","color","clarity","depth","table","price","x","y","z"
0.71,"Fair","F","SI1",59.8,70,2458,5.89,5.72,3.48
0.78,"Ideal","E","VS2",61.4,56,3582,5.91,5.95,3.64
1.01,"Ideal","G","SI1",63.1,53,5430,6.36,6.42,4.03
0.34,"Premium","G","VS1",60.4,61,880,4.53,4.48,2.72
1.08,"Premium","G","SI2",62.3,56,4627,6.6,6.52,4.09
0.42,"Good","G","VVS1",63.6,55,1235,4.78,4.75,3.03
2.12,"Premium","G","I1",60,58,7508,8.39,8.28,4.99
1,"Very Good","D","SI2",63.4,58,3304,6.33,6.3,4.01
0.27,"Premium","D","VS2",59.6,61,567,4.26,4.23,2.53
1.51,"Premium","E","VS2",60.7,60,14844,7.46,7.37,4.5
0.26,"Very Good","F","SI1",61.4,56,401,4.13,4.16,2.54
0.26,"Ideal","F","VVS1",61.6,57,599,4.08,4.1,2.52
1.51,"Very Good","I","VS1",61.1,63,8918,7.38,7.32,4.49
1.07,"Premium","G","VS2",62.9,59,6644,6.52,6.49,4.09
1.02,"Premium","E","I1",60.4,62,3519,6.52,6.47,3.92
0.3,"Premium","J","VS1",61.2,61,506,4.33,4.3,2.64
0.7,"Ideal","F","SI1",61.6,55,2806,5.72,5.74,3.53
1.01,"Ideal","E","SI1",62.1,57,5372,6.4,6.45,3.99
1.72,"Very Good","J","VS2",60.9,61,10477,7.77,7.79,4.74
0.68,"Premium","G","SI1",61.9,60,1749,5.66,5.62,3.49
0.58,"Ideal","H","IF",60.2,56,2233,5.43,5.46,3.28
0.49,"Good","F","VS1",63.6,59,1426,4.95,4.92,3.14
1.2,"Ideal","E","SI2",62,57,7018,6.8,6.82,4.22
0.31,"Very Good","H","SI1",61,61,435,4.33,4.39,2.66
1.54,"Ideal","G","VS2",62,55.6,13110,7.35,7.44,4.59
0.72,"Premium","F","SI1",59.5,62,2670,5.85,5.74,3.45
1.03,"Ideal","F","VS1",61.7,56,7137,6.49,6.54,4.02
1.36,"Premium","I","VS2",59.3,58,6017,7.21,7.18,4.27
0.6,"Premium","G","VVS1",60,58,2444,5.53,5.43,3.29
0.31,"Ideal","G","VS2",62.2,53.6,557,4.32,4.35,2.7
0.31,"Premium","E","VS2",60.8,58,872,4.37,4.35,2.65
0.51,"Ideal","F","VS1",61.8,54,1632,5.15,5.18,3.19
1.04,"Ideal","H","SI2",62.1,56,4404,6.48,6.5,4.03
0.79,"Very Good","D","SI2",63.2,57,3081,5.81,5.86,3.69
0.31,"Ideal","D","SI1",62.7,56,732,4.36,4.32,2.72
0.56,"Premium","E","VS2",62.1,57,1915,5.3,5.27,3.28
0.54,"Very Good","I","SI2",62.9,57,1105,5.18,5.21,3.27
0.31,"Ideal","G","VVS1",60.2,58,789,4.37,4.4,2.64
1.04,"Very Good","H","SI1",59.7,60,4682,6.55,6.58,3.92
0.32,"Ideal","H","VS1",61.6,56,592,4.42,4.46,2.73
0.31,"Very Good","G","SI1",61.5,59,462,4.34,4.38,2.68
1.03,"Good","G","SI1",63.2,58,4679,6.38,6.43,4.05
0.24,"Very Good","F","VVS1",59,59,552,4.05,4.08,2.4
0.7,"Good","E","VS2",57.5,58,2759,5.85,5.9,3.38
0.36,"Ideal","F","VS2",61,57,875,4.6,4.62,2.81
0.5,"Premium","F","VS2",60.9,58,1436,5.1,5.14,3.12
1.5,"Ideal","I","VS2",62.6,57,9586,7.26,7.31,4.56
0.51,"Very Good","D","SI2",61.5,59,1108,5.07,5.14,3.14
0.71,"Ideal","J","VS2",62.4,54,1899,5.72,5.76,3.58
0.71,"Ideal","G","VS2",60.6,56,2911,5.76,5.8,3.5
0.33,"Ideal","F","IF",61.3,55,971,4.48,4.49,2.75
1.5,"Very Good","I","VS2",58.4,61,8662,7.42,7.48,4.35
1.2,"Premium","H","SI2",62.2,58,5376,6.79,6.74,4.21
0.43,"Premium","G","VVS1",62,59,1207,4.8,4.82,2.98
0.9,"Good","G","SI1",62.5,62,4008,6.04,6.09,3.79
0.51,"Ideal","E","VS2",62.4,57,1781,5.13,5.1,3.19
1.02,"Very Good","E","VS2",62.5,57,6816,6.36,6.41,3.99
1.7,"Ideal","H","VS2",62.8,55,10333,7.61,7.54,4.76
0.31,"Ideal","F","IF",61.1,54,921,4.39,4.42,2.69
0.51,"Ideal","H","VS1",62,56,1668,5.14,5.17,3.2
0.71,"Ideal","F","SI2",62.1,56,2637,5.75,5.7,3.56
1.31,"Premium","G","VVS2",62.7,59,11389,6.96,6.92,4.35
0.7,"Fair","G","I1",65.3,59,1138,5.5,5.47,3.58
1.09,"Good","F","SI1",61,64,4154,6.58,6.63,4.03
0.64,"Very Good","H","SI2",64.2,58,1292,5.43,5.48,3.5
1.07,"Ideal","J","SI1",62.1,56,4276,6.54,6.6,4.08
0.59,"Ideal","G","VVS2",61,57,2024,5.41,5.44,3.31
0.37,"Ideal","G","IF",61.2,56,1056,4.61,4.64,2.83
0.56,"Very Good","D","VVS2",61.6,59,2612,5.27,5.34,3.27
0.41,"Premium","G","SI1",61.5,59,923,4.78,4.75,2.93
0.51,"Ideal","E","VS2",62,54,1662,5.13,5.1,3.17
0.3,"Premium","H","VS2",62.2,59,608,4.31,4.28,2.67
0.35,"Premium","E","SI2",61,58,491,4.52,4.56,2.77
1,"Premium","F","SI1",61.2,58,5197,6.4,6.44,3.93
0.46,"Very Good","F","VVS1",61.4,57,1657,4.95,4.99,3.05
0.81,"Ideal","D","SI1",61.5,57,2748,6,6.03,3.7
0.7,"Premium","G","SI1",62.8,58,2352,5.66,5.62,3.54
0.42,"Ideal","G","VS1",61.4,56,921,4.82,4.85,2.97
1.06,"Premium","D","SI2",59.8,61,4483,6.63,6.58,3.95
1.14,"Ideal","I","VS1",61.7,53,5863,6.75,6.77,4.17
1.01,"Ideal","E","SI2",61.5,55,4504,6.45,6.49,3.98
0.73,"Premium","G","VS1",63,57,2683,5.75,5.67,3.6
1.23,"Very Good","H","SI1",62.5,56,7313,6.79,6.82,4.25
0.42,"Premium","F","SI1",62.7,55,992,4.83,4.8,3.02
0.44,"Very Good","F","SI1",62.8,59,829,4.88,4.91,3.07
0.33,"Ideal","F","VS2",60.9,56,619,4.47,4.49,2.73
0.31,"Premium","H","VS2",62.7,59,628,4.32,4.29,2.7
1.06,"Ideal","H","SI2",60.1,59,4516,6.58,6.67,3.98
1.1,"Ideal","I","VS2",61.8,55.4,5273,6.62,6.65,4.1
1.01,"Ideal","D","SI2",61.3,54,4916,6.47,6.52,3.99
0.71,"Premium","E","SI2",61.1,58,2306,5.76,5.73,3.51
0.74,"Premium","G","SI2",62.5,56,2398,5.81,5.75,3.61
1.26,"Ideal","E","VS1",61.2,56,11323,6.97,6.93,4.25
1.12,"Premium","F","SI2",60.5,59,4570,6.73,6.79,4.09
0.38,"Ideal","G","VS2",61.9,54.1,757,4.66,4.69,2.89
0.94,"Very Good","D","SI2",62,57,3634,6.28,6.34,3.91
0.71,"Ideal","J","SI1",60.7,61,2001,5.72,5.77,3.49
1,"Very Good","E","VS1",62.3,53,7528,6.35,6.39,3.97
0.81,"Ideal","G","VS2",61.5,55,3397,6,6.06,3.71
0.32,"Ideal","E","VVS2",61.3,55,1010,4.41,4.43,2.71
0.82,"Premium","H","VS2",62.6,59,2939,5.99,5.93,3.73
0.52,"Ideal","H","IF",59.2,58,1967,5.23,5.31,3.12
1.05,"Very Good","F","VVS2",61.3,59,8537,6.48,6.56,4
0.4,"Ideal","F","VVS1",61.7,57,1128,4.72,4.75,2.92
0.71,"Ideal","G","VS1",61.5,55,3431,5.72,5.77,3.54
0.31,"Premium","D","SI1",61.4,58,571,4.33,4.36,2.67
0.77,"Ideal","E","SI2",62.4,56,2677,5.83,5.86,3.65
0.71,"Good","F","SI2",64,58,1818,5.65,5.59,3.6
0.81,"Ideal","F","SI2",62.3,54,3053,5.94,5.98,3.72
0.52,"Ideal","I","VVS1",60.1,56,1454,5.24,5.27,3.16
1.08,"Ideal","G","VS1",61,56,7553,6.62,6.65,4.05
1.14,"Very Good","G","VS2",63.2,56,6435,6.67,6.63,4.2
0.28,"Very Good","E","VVS2",59.8,57,642,4.28,4.32,2.57
0.35,"Ideal","H","VS1",61.8,57,646,4.53,4.56,2.81
1,"Good","E","SI2",63.5,56,4620,6.31,6.38,4.03
0.52,"Good","F","SI1",63.8,56,1244,5.07,5.12,3.25
0.73,"Ideal","D","VS2",61.4,56,3467,5.81,5.78,3.56
0.74,"Good","H","VS2",57.5,57,2369,5.94,6.01,3.44
0.32,"Ideal","I","VVS1",62.2,53,575,4.42,4.45,2.76
0.32,"Ideal","I","VS2",62.5,57,449,4.35,4.39,2.73
0.71,"Ideal","E","SI1",61.7,56,2680,5.69,5.72,3.52
